taksan,skype-java-api,0
BLLIP,bllip-parser,186
spring-projects,spring-social,51
spring-projects,spring-social-samples,0
sk89q,CommandBook,0
paulrouget,html5dashboard,0
twitter,commons,1348
neo4j-contrib,neoclipse,3
12meses12katas,Marzo-FizzBuzz,0
TYPO3,TYPO3.CMS,15504
jexp,neo4j-clean-remote-db-addon,0
iConomy,Core,0
shiffman,Box2D-for-Processing,0
MovingBlocks,Terasology,0
grails-plugins,grails-resources,35
jsievers,tycho-demo,0
dylan-lang,opendylan,0
jordansissel,ruby-filewatch,0
altamiracorp,blur,0
zpao,v8monkey,0
red,red,3171
AsyncHttpClient,async-http-client,1091
JakeWharton,ActionBarSherlock,271
vigsterkr,libjingle,0
s4,s4,0
guyboertje,jrjackson,0
OpenMEAP,OpenMEAP,0
sebhoerl,Twig-netbeans,0
xwiki,xwiki-enterprise,0
tosbourn,Netbeans-Redmine-Integration,0
hibernate,hibernate-tools,0
stianh,gradle-release-plugin,45
JetBrains,ideavim,0
LogBlock,LogBlock,292
xwiki,xwiki-platform,0
spring-projects,spring-amqp-samples,0
OpenNebula,one,0
nurkiewicz,token-bucket,0
gemserk,artemis,0
guardianproject,notecipher,0
sqlcipher,android-database-sqlcipher,0
GregBowyer,ManagedRuntimeInitiative,0
loopj,android-smart-image-view,0
luugiathuy,Remote-Bluetooth-Android,0
EmiteGWT,emite,1
ning,jvm-compressor-benchmark,0
adinapoli,clj3D,0
rtyley,spongycastle-old,0
jbossas,jboss-as-maven-plugin,0
twitter,cloudhopper-smpp,117
alexpetrov,Mentor-Bank,0
feliperazeek,playframework-elasticsearch,0
vngx,vngx-jsch,0
Mobisocial,EasyNFC,0
addthis,stream-lib,254
applause,applause,0
moqui,moqui,324
indy256,codelibrary,0
kamranzafar,JCL,49
munificent,bantam,0
Cue,greplin-exception-catcher,0
TiddlyWiki,tiddlywiki,0
trinidad,trinidad,169
GlowstoneMC,Glowstone-Legacy,1501
residualvm,residualvm,0
voodootikigod,node-arduino,0
daveray,seesaw,160
headius,invokebinder,74
zeromq,czmq,2890
wg,lettuce,0
chipKIT32,chipKIT32-MAX,0
chrisvest,stormpot,228
onelogin,java-saml,188
bolinfest,chickenfoot,0
dakrone,cheshire,249
aerys,minko,6
CyanogenMod,android_packages_apps_CMWallpapers,0
hackreduce,Hackathon,0
LiveRamp,jack,315
miyucy,snappy,55
wocommunity,wonder,0
twitter,util,606
usb4java,usb4java,118
bvalosek,cpuspy,0
sps,mustache-spring-view,28
riptano,brisk,0
basis-technology-corp,Java-readability,0
killme2008,aviator,37
churnlabs,android-ffmpeg-sample,0
nathanmarz,dfs-datastores,99
asakusafw,asakusafw,0
Multiverse,Multiverse-Core,144
Multiverse,Multiverse-Portals,0
archimatetool,archi,237
piwik,piwik,24865
stapler,stapler,0
ehcache,ehcache-jcache,0
ObeoNetwork,UML-Designer,728
crashub,crash,0
eclipse,egit,0
eclipse,egit-github,0
six2six,fixture-factory,146
eclipse,jgit,0
eclipse,m2e-core,0
markstory,solarized,0
mguymon,model-citizen,68
soundcloud,java-api-wrapper,119
netkiller,netkiller.github.io,0
kennethreitz-archive,solarized,0
ePaul,jsch-documentation,0
jabbalaci,Bash-Utils,0
echonest,echoprint-server,0
Cue,greplin-lucene-utils,0
cf-samples-attic,springsource-cloudfoundry-samples,0
cowtowncoder,low-gc-membuffers,0
Cue,greplin-bloom-filter,0
echo3,echo3,157
livingsocial,HiveSwarm,42
guardianproject,lildebi,0
jeffheaton,jeffheaton-book-code,0
apache,bookkeeper,724
jline,jline2,0
joshsh,ripple,76
dcaoyuan,nbscala,0
arquillian,arquillian-core,37
brianmichel,solarized,0
joyent,illumos-joyent,0
gemserk,commons-gdx,0
jopt-simple,jopt-simple,102
circonus-labs,reconnoiter,0
moai,moai-dev,3
moai,moai-beta,0
maqetta,maqetta,0
nicksieger,refactoring-to-rails,0
skyscreamer,yoga,0
epfl-lara,ScalaZ3,0
Yelp,parcelgen,0
cloudfoundry,java-buildpack-auto-reconfiguration,172
stephane,modbusino,0
hibernate,hibernate-ogm,0
Mach5,supersonic,154
fabric8io,fabric8,0
fiji,fiji,27
wks,ik-analyzer,0
rjeschke,txtmark,11
brantb,solarized,0
alanfgates,programmingpig,0
boundary,high-scale-lib,0
FasterXML,jackson-dataformat-csv,321
dat,stanford-ner,0
jOOQ,jOOQ,2587
PEXPlugins,PermissionsEx,0
jpos,jPOS-EE,293
verekia,initializr,0
cocos2d,cocos2d-x-extensions,0
timmolter,Yank,116
sematext,HBaseWD,4
lessthanoptimal,BoofCV,627
johncarpenter,Android-GPX-Mock-Location-Provider,0
bmeike,ProgrammingAndroidExamples,0
liuxinyu95,AlgoXY,0
dlwh,epic,0
AS3Commons,as3commons-collections,0
AS3Commons,as3commons-ui,0
rest-driver,rest-driver,187
JuliaLang,julia,55286
dojo,dwb,0
mozilla-metrics,bagheera,0
lmatteis,apejs,0
dstepanov,coffeescript-netbeans,0
jsuereth,scala-in-depth-source,0
attractivechaos,plb,0
johannilsson,android-actionbar,0
c00kiemon5ter,hello-world,0
spring-projects,spring-framework,0
jgm,highlighting-kate,9
radargun,radargun,0
mozilla-metrics,akela,0
apache,stanbol,0
contra,JMD,30
codeport,scala,2
clearscene,pHash,0
richmidwinter,google-api-translate-java,0
springtestdbunit,spring-test-dbunit,0
fcrepo3,fcrepo,0
spockframework,spock,800
jenkinsci,gradle-plugin,0
kaffe,kaffe,0
jenkinsci,subversion-plugin,0
jenkinsci,android-emulator-plugin,0
jenkinsci,tfs-plugin,0
jenkinsci,cobertura-plugin,0
jenkinsci,violations-plugin,0
jenkinsci,deploy-plugin,0
jenkinsci,scm-sync-configuration-plugin,0
jenkinsci,jira-plugin,407
jenkinsci,promoted-builds-plugin,0
jenkinsci,perforce-plugin,0
ocpsoft,prettyfaces,0
jenkinsci,jclouds-plugin,0
ocpsoft,prettytime,0
jenkinsci,performance-plugin,440
jenkinsci,selenium-plugin,0
jenkinsci,ec2-plugin,0
stephenc,high-scale-lib,0
spring-projects,spring-hadoop,0
twitter,joauth,148
aws,aws-toolkit-eclipse,0
jenkinsci,s3-plugin,0
maxpower47,PinDroid,45
taoneill,war,0
shiffman,Most-Pixels-Ever-Processing,0
timrdf,csv2rdf4lod-automation,0
tomquist,Android-Error-Reporter,0
CyanogenMod,android_device_samsung_crespo,0
bitcoin,bitcoin,22652
mandubian,siena,0
GiorgioRegni,Binaural-Beats,0
ogrisel,pignlproc,0
adamfisk,LittleProxy,691
stleary,JSON-java,2
spring-projects,spring-retry,0
forcedotcom,wsc,0
ruby-concurrency,ref,66
smooks,smooks,111
medialab,hyphe,0
asterisk-java,asterisk-java,324
Talend,tesb-rt-se,0
ariya,phantomjs,216
emacs-java,auto-java-complete,0
neurolabs,henplus,0
webbukkit,dynmap,0
janrain,Janrain-Sample-Code,0
p6spy,p6spy,1597
julianshen,ScreenCap,0
wicketstuff,core,859
mayflower,PHProjekt,473
FasterXML,jackson-dataformat-xml,348
KKBOX,CompassApp,0
lgersman,jquery.orangevolt-ampere,0
Bukkit,Bukkit,0
Bukkit,SamplePlugin,0
xbmc,xbmc,7978
eclipse-color-theme,eclipse-color-theme,62
xbmc,atv2,0
opdenkamp,xbmc,0
camlistore,camlistore,381
yiannist,otp,0
guardianproject,ObscuraCam,0
guardianproject,LUKS,0
hallvard,plantuml,67
SonarSource,sonarqube,32663
Bukkit,ScrapBukkit,0
jenkinsci,sbt-plugin,0
mobl,mobl,0
jimwebber,neo4j-tutorial,0
RestExpress,RestExpress,2
cretz,gwt-node,0
hacktoon,1001,0
jbehave,jbehave-tutorial,0
johannilsson,android-pulltorefresh,0
LK8000,LK8000,0
graniteds,graniteds,0
irssiconnectbot,irssiconnectbot,0
ModeShape,modeshape,308
waywardgeek,sonic,0
salat,salat,307
opencoweb,coweb,0
cfwheels,cfwheels,1672
cloudsmith,geppetto,0
matyb,java-koans,101
bekkopen,jetty-pkg,0
osmandapp,Osmand,0
mbknor,ddsl,0
openitg,openitg,0
webbit,webbit,73
wri,forma-clj,85
joachimhs,Montric,0
ironbee,ironbee,89
krestenkrab,bitcask-java,0
cpesch,RouteConverter,259
mconf,mconf-mobile,0
dropwizard,dropwizard,4016
atilika,kuromoji,193
wg,scrypt,0
jalkanen,speed4j,0
waywardgeek,sonic-ndk,0
FernetMenta,xbmc,0
CyanogenMod,android_packages_apps_Calendar,0
carsonmcdonald,AP4J-Player,0
ceylon,ceylon-compiler,0
json-path,JsonPath,506
ceylon,ceylon-spec,0
gresrun,jesque,220
codebutler,farebot,132
rabbitinaction,sourcecode,0
killme2008,xmemcached,87
killme2008,hs4j,0
lift,framework,780
lift,examples,0
apache,activemq-apollo,0
lukaszlenart,launch4j-maven-plugin,170
plantuml,plantuml-server,113
Salaboy,Drools_jBPM5-Training-Examples,0
picocontainer,picocontainer,0
thucydides-webtests,thucydides,20
t0xa,gelfj,151
servalproject,batphone,0
sandsmark,QuasselDroid,194
bio4j,bio4j,269
neo4j-attic,graphdb,0
structr,structr,2138
jzachr,goldenorb,0
evgeny-goldin,maven-plugins,0
anismiles,websocket-android-phonegap,0
docusign,docusign-soap-sdk,0
TimMoore,mojo-executor,28
ushahidi,SMSSync,891
jnr,jnr-ffi,343
infinispan,infinispan-quickstart,0
cloudera,hadoop-common,0
mkottman,AndroLua,0
k9mail,k-9,1688
LiveRamp,hank,100
aichallenge,aichallenge,0
OlegKrikun,S2E,0
wso2,wsf,0
MassiveCraft,Factions,0
xbmc,android,0
arquillian,arquillian-graphene,81
elasticinbox,elasticinbox,1
taweili,ardublock,0
FasterXML,jackson-module-afterburner,137
gridengine,gridengine,0
perl6,nqp,1884
operasoftware,operaprestodriver,0
ageneau,ecl-android,0
charlieroberts,Control,0
jclouds,legacy-jclouds-examples,0
jlewallen,jenkins-hipchat-plugin,0
mifos,head,0
stepinto,android-sshd,0
jesseeichar,scala-io,0
SonarSource,sonarlint-eclipse,975
kiegroup,guvnor,0
jyr,MNPP,0
scummvm,scummvm,4699
jnr,jnr-unixsocket,157
cschneider,Karaf-Tutorial,0
loopj,airbrake-android,0
ktoso,maven-git-commit-id-plugin,463
sanity,tahrir,178
GadgetFactory,OpenBench-Logic-Sniffer,0
grantland,android-autofittextview,0
servalproject,serval-dna,4
grantland,android-verticalpager,0
kiegroup,droolsjbpm-integration,0
grails-samples,grails-website,272
hudson,hudson-2.x,0
guardianproject,ChatSecureAndroid,0
kiegroup,optaplanner,0
nathanmarz,elephantdb,156
CyanogenMod,android_device_zte_blade,0
halfninja,android-ffmpeg-x264,0
BaseXdb,basex,362
jwagenleitner,groovy-wslite,5
EngineHub,CommandHelper,626
getlantern,lantern,6298
ninia,jep,44
kiegroup,drools,0
Insubstantial,insubstantial,0
altercation,solarized,0
kiegroup,droolsjbpm-knowledge,0
xebialabs,overthere,0
SonarSource,sonar-scanner-jenkins,1456
helun,Ektorp,262
proofpoint,platform,843
Awful,Awful.apk,201
madeye,gaeproxy,220
slapperwan,gh4a,0
loopj,android-async-http,529
jbellis,jamm,0
simplicityitself,Mongo-Tomcat-Sessions,0
kares,jruby-rack-worker,37
acogoluegnes,Spring-Batch-Workshop,0
rgl,elasticsearch-setup,0
JFrogDev,build-info,0
locationtech,udig-platform,357
carrotsearch,smartsprites,0
ysamlan,horizontalpager,0
spring-projects,greenhouse,0
axlelang,axle,1613
cloudian,logprocessing,0
carrotsearch,hppc,0
mwaylabs,titanium-barcode,0
openhome,ohNet,0
kirei,fpdns,0
orfjackal,jumi,0
jboss-switchyard,quickstarts,0
ovea-deprecated,jetty-session-redis,0
lastfm,lastfm-android,0
spring-projects,spring-data-keyvalue-examples,0
blackberry,WebWorks-TabletOS,0
jakewins,brew,0
marhan,effective-java-examples,0
shiffman,The-Nature-of-Code-archive,0
mono,sharpen,0
tinkerpop,frames,181
nicoulaj,idea-markdown,2
bjorn,tiled,3538
taksan,skype-java-api,0
BLLIP,bllip-parser,186
spring-projects,spring-social,51
spring-projects,spring-social-samples,0
sk89q,CommandBook,0
paulrouget,html5dashboard,0
twitter,commons,1348
neo4j-contrib,neoclipse,3
12meses12katas,Marzo-FizzBuzz,0
TYPO3,TYPO3.CMS,15504
jexp,neo4j-clean-remote-db-addon,0
iConomy,Core,0
shiffman,Box2D-for-Processing,0
MovingBlocks,Terasology,0
grails-plugins,grails-resources,35
jsievers,tycho-demo,0
dylan-lang,opendylan,0
jordansissel,ruby-filewatch,0
altamiracorp,blur,0
zpao,v8monkey,0
red,red,3171
AsyncHttpClient,async-http-client,1091
JakeWharton,ActionBarSherlock,271
vigsterkr,libjingle,0
s4,s4,0
guyboertje,jrjackson,0
OpenMEAP,OpenMEAP,0
sebhoerl,Twig-netbeans,0
xwiki,xwiki-enterprise,0
tosbourn,Netbeans-Redmine-Integration,0
hibernate,hibernate-tools,0
stianh,gradle-release-plugin,45
JetBrains,ideavim,0
LogBlock,LogBlock,292
xwiki,xwiki-platform,0
spring-projects,spring-amqp-samples,0
OpenNebula,one,0
nurkiewicz,token-bucket,0
gemserk,artemis,0
guardianproject,notecipher,0
sqlcipher,android-database-sqlcipher,0
GregBowyer,ManagedRuntimeInitiative,0
loopj,android-smart-image-view,0
luugiathuy,Remote-Bluetooth-Android,0
EmiteGWT,emite,1
ning,jvm-compressor-benchmark,0
adinapoli,clj3D,0
rtyley,spongycastle-old,0
jbossas,jboss-as-maven-plugin,0
twitter,cloudhopper-smpp,117
alexpetrov,Mentor-Bank,0
feliperazeek,playframework-elasticsearch,0
vngx,vngx-jsch,0
Mobisocial,EasyNFC,0
addthis,stream-lib,254
applause,applause,0
moqui,moqui,324
indy256,codelibrary,0
kamranzafar,JCL,49
munificent,bantam,0
Cue,greplin-exception-catcher,0
TiddlyWiki,tiddlywiki,0
trinidad,trinidad,169
GlowstoneMC,Glowstone-Legacy,1501
residualvm,residualvm,0
voodootikigod,node-arduino,0
daveray,seesaw,160
headius,invokebinder,74
zeromq,czmq,2890
wg,lettuce,0
chipKIT32,chipKIT32-MAX,0
chrisvest,stormpot,228
onelogin,java-saml,188
bolinfest,chickenfoot,0
dakrone,cheshire,249
aerys,minko,6
CyanogenMod,android_packages_apps_CMWallpapers,0
hackreduce,Hackathon,0
LiveRamp,jack,315
miyucy,snappy,55
wocommunity,wonder,0
twitter,util,606
usb4java,usb4java,118
bvalosek,cpuspy,0
sps,mustache-spring-view,28
riptano,brisk,0
basis-technology-corp,Java-readability,0
killme2008,aviator,37
churnlabs,android-ffmpeg-sample,0
nathanmarz,dfs-datastores,99
asakusafw,asakusafw,0
Multiverse,Multiverse-Core,144
Multiverse,Multiverse-Portals,0
archimatetool,archi,237
piwik,piwik,24865
stapler,stapler,0
ehcache,ehcache-jcache,0
ObeoNetwork,UML-Designer,728
crashub,crash,0
eclipse,egit,0
eclipse,egit-github,0
six2six,fixture-factory,146
eclipse,jgit,0
eclipse,m2e-core,0
markstory,solarized,0
mguymon,model-citizen,68
soundcloud,java-api-wrapper,119
netkiller,netkiller.github.io,0
kennethreitz-archive,solarized,0
ePaul,jsch-documentation,0
jabbalaci,Bash-Utils,0
echonest,echoprint-server,0
Cue,greplin-lucene-utils,0
cf-samples-attic,springsource-cloudfoundry-samples,0
cowtowncoder,low-gc-membuffers,0
Cue,greplin-bloom-filter,0
echo3,echo3,157
livingsocial,HiveSwarm,42
guardianproject,lildebi,0
jeffheaton,jeffheaton-book-code,0
apache,bookkeeper,724
jline,jline2,0
joshsh,ripple,76
dcaoyuan,nbscala,0
arquillian,arquillian-core,37
brianmichel,solarized,0
joyent,illumos-joyent,0
gemserk,commons-gdx,0
jopt-simple,jopt-simple,102
circonus-labs,reconnoiter,0
moai,moai-dev,3
moai,moai-beta,0
maqetta,maqetta,0
nicksieger,refactoring-to-rails,0
skyscreamer,yoga,0
epfl-lara,ScalaZ3,0
Yelp,parcelgen,0
cloudfoundry,java-buildpack-auto-reconfiguration,172
stephane,modbusino,0
hibernate,hibernate-ogm,0
Mach5,supersonic,154
fabric8io,fabric8,0
fiji,fiji,27
wks,ik-analyzer,0
rjeschke,txtmark,11
brantb,solarized,0
alanfgates,programmingpig,0
boundary,high-scale-lib,0
FasterXML,jackson-dataformat-csv,321
dat,stanford-ner,0
jOOQ,jOOQ,2587
PEXPlugins,PermissionsEx,0
jpos,jPOS-EE,293
verekia,initializr,0
cocos2d,cocos2d-x-extensions,0
timmolter,Yank,116
sematext,HBaseWD,4
lessthanoptimal,BoofCV,627
johncarpenter,Android-GPX-Mock-Location-Provider,0
bmeike,ProgrammingAndroidExamples,0
liuxinyu95,AlgoXY,0
dlwh,epic,0
AS3Commons,as3commons-collections,0
AS3Commons,as3commons-ui,0
rest-driver,rest-driver,187
JuliaLang,julia,55286
dojo,dwb,0
mozilla-metrics,bagheera,0
lmatteis,apejs,0
dstepanov,coffeescript-netbeans,0
jsuereth,scala-in-depth-source,0
attractivechaos,plb,0
johannilsson,android-actionbar,0
c00kiemon5ter,hello-world,0
spring-projects,spring-framework,0
jgm,highlighting-kate,9
radargun,radargun,0
mozilla-metrics,akela,0
apache,stanbol,0
contra,JMD,30
codeport,scala,2
clearscene,pHash,0
richmidwinter,google-api-translate-java,0
springtestdbunit,spring-test-dbunit,0
fcrepo3,fcrepo,0
spockframework,spock,800
jenkinsci,gradle-plugin,0
kaffe,kaffe,0
jenkinsci,subversion-plugin,0
jenkinsci,android-emulator-plugin,0
jenkinsci,tfs-plugin,0
jenkinsci,cobertura-plugin,0
jenkinsci,violations-plugin,0
jenkinsci,deploy-plugin,0
jenkinsci,scm-sync-configuration-plugin,0
jenkinsci,jira-plugin,407
jenkinsci,promoted-builds-plugin,0
jenkinsci,perforce-plugin,0
ocpsoft,prettyfaces,0
jenkinsci,jclouds-plugin,0
ocpsoft,prettytime,0
jenkinsci,performance-plugin,440
jenkinsci,selenium-plugin,0
jenkinsci,ec2-plugin,0
stephenc,high-scale-lib,0
spring-projects,spring-hadoop,0
twitter,joauth,148
aws,aws-toolkit-eclipse,0
jenkinsci,s3-plugin,0
maxpower47,PinDroid,45
taoneill,war,0
shiffman,Most-Pixels-Ever-Processing,0
timrdf,csv2rdf4lod-automation,0
tomquist,Android-Error-Reporter,0
CyanogenMod,android_device_samsung_crespo,0
bitcoin,bitcoin,22652
mandubian,siena,0
GiorgioRegni,Binaural-Beats,0
ogrisel,pignlproc,0
adamfisk,LittleProxy,691
stleary,JSON-java,2
spring-projects,spring-retry,0
forcedotcom,wsc,0
ruby-concurrency,ref,66
smooks,smooks,111
medialab,hyphe,0
asterisk-java,asterisk-java,324
Talend,tesb-rt-se,0
ariya,phantomjs,216
emacs-java,auto-java-complete,0
neurolabs,henplus,0
webbukkit,dynmap,0
janrain,Janrain-Sample-Code,0
p6spy,p6spy,1597
julianshen,ScreenCap,0
wicketstuff,core,859
mayflower,PHProjekt,473
FasterXML,jackson-dataformat-xml,348
KKBOX,CompassApp,0
lgersman,jquery.orangevolt-ampere,0
Bukkit,Bukkit,0
Bukkit,SamplePlugin,0
xbmc,xbmc,7978
eclipse-color-theme,eclipse-color-theme,62
xbmc,atv2,0
opdenkamp,xbmc,0
camlistore,camlistore,381
yiannist,otp,0
guardianproject,ObscuraCam,0
guardianproject,LUKS,0
hallvard,plantuml,67
SonarSource,sonarqube,32663
Bukkit,ScrapBukkit,0
jenkinsci,sbt-plugin,0
mobl,mobl,0
jimwebber,neo4j-tutorial,0
RestExpress,RestExpress,2
cretz,gwt-node,0
hacktoon,1001,0
jbehave,jbehave-tutorial,0
johannilsson,android-pulltorefresh,0
LK8000,LK8000,0
graniteds,graniteds,0
irssiconnectbot,irssiconnectbot,0
ModeShape,modeshape,308
waywardgeek,sonic,0
salat,salat,307
opencoweb,coweb,0
cfwheels,cfwheels,1672
cloudsmith,geppetto,0
matyb,java-koans,101
bekkopen,jetty-pkg,0
osmandapp,Osmand,0
mbknor,ddsl,0
openitg,openitg,0
webbit,webbit,73
wri,forma-clj,85
joachimhs,Montric,0
ironbee,ironbee,89
krestenkrab,bitcask-java,0
cpesch,RouteConverter,259
mconf,mconf-mobile,0
dropwizard,dropwizard,4016
atilika,kuromoji,193
wg,scrypt,0
jalkanen,speed4j,0
waywardgeek,sonic-ndk,0
FernetMenta,xbmc,0
CyanogenMod,android_packages_apps_Calendar,0
carsonmcdonald,AP4J-Player,0
ceylon,ceylon-compiler,0
json-path,JsonPath,506
ceylon,ceylon-spec,0
gresrun,jesque,220
codebutler,farebot,132
rabbitinaction,sourcecode,0
killme2008,xmemcached,87
killme2008,hs4j,0
lift,framework,780
lift,examples,0
apache,activemq-apollo,0
lukaszlenart,launch4j-maven-plugin,170
plantuml,plantuml-server,113
Salaboy,Drools_jBPM5-Training-Examples,0
picocontainer,picocontainer,0
thucydides-webtests,thucydides,20
t0xa,gelfj,151
servalproject,batphone,0
sandsmark,QuasselDroid,194
bio4j,bio4j,269
